[2025-09-28 23:43:33.143 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Fetching Car with ID "11111111-1111-1111-1111-111111111111" | UserContext:  | TraceId: d16c2c10f3d5c16d40cba17d5800d4e0 | Properties: { ActionId: "ebfffff1-2f55-45d1-8d2f-6811d76dccd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetById (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:0000003B", RequestPath: "/api/Car/11111111-1111-1111-1111-111111111111", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.361 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:7249/api/Car/97698ff9-ec1c-4ad6-ac31-3f9c6a7b82b4 - 200 null application/json; charset=utf-8 37.9528ms | UserContext:  | TraceId: fdf42a61706fef50c9733cafe9f60141 | Properties: { EventId: { Id: 2 }, RequestId: "0HNFUOAUU3E6F:00000053", RequestPath: "/api/Car/97698ff9-ec1c-4ad6-ac31-3f9c6a7b82b4", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.361 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:7249/api/Car - application/json null | UserContext:  | TraceId: 742da381d1851e0680cf64ef2dcb05c8 | Properties: { EventId: { Id: 1 }, RequestId: "0HNFUOAUU3E6F:00000059", RequestPath: "/api/Car", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.362 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:7249/api/Car/97698ff9-ec1c-4ad6-ac31-3f9c6a7b82b4 - application/json null | UserContext:  | TraceId: 60ae4d1cd7951ab7fb94f858b2b4a636 | Properties: { EventId: { Id: 1 }, RequestId: "0HNFUOAUU3E6F:0000005B", RequestPath: "/api/Car/97698ff9-ec1c-4ad6-ac31-3f9c6a7b82b4", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.363 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:7249/api/Car/11111111-1111-1111-1111-111111111111 - 200 null application/json; charset=utf-8 40.1398ms | UserContext:  | TraceId: 4012fc667370f689335199b950fee9d1 | Properties: { EventId: { Id: 2 }, RequestId: "0HNFUOAUU3E6F:00000051", RequestPath: "/api/Car/11111111-1111-1111-1111-111111111111", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.367 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:7249/api/Car/11111111-1111-1111-1111-111111111111 - application/json null | UserContext:  | TraceId: a5a74ad079d3e020217746a6642a96f9 | Properties: { EventId: { Id: 1 }, RequestId: "0HNFUOAUU3E6F:0000005D", RequestPath: "/api/Car/11111111-1111-1111-1111-111111111111", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.367 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:7249/api/Car/2df869c7-92d2-4789-b5c0-fd7796bdc8cb - 200 null application/json; charset=utf-8 44.4429ms | UserContext:  | TraceId: 1e1af901bdcc5f2b2495b68f11183b4f | Properties: { EventId: { Id: 2 }, RequestId: "0HNFUOAUU3E6F:00000057", RequestPath: "/api/Car/2df869c7-92d2-4789-b5c0-fd7796bdc8cb", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.372 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:7249/api/Car/2df869c7-92d2-4789-b5c0-fd7796bdc8cb - application/json null | UserContext:  | TraceId: 08669ff2dcf921cb2248cba624d33f74 | Properties: { EventId: { Id: 1 }, RequestId: "0HNFUOAUU3E6F:0000005F", RequestPath: "/api/Car/2df869c7-92d2-4789-b5c0-fd7796bdc8cb", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.372 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:7249/api/Car/990ebac7-f50b-45cb-b4a0-d3aad817de52 - 200 null application/json; charset=utf-8 49.6177ms | UserContext:  | TraceId: 8416d418e7b92f66fbb4ddd62ae413ab | Properties: { EventId: { Id: 2 }, RequestId: "0HNFUOAUU3E6F:00000055", RequestPath: "/api/Car/990ebac7-f50b-45cb-b4a0-d3aad817de52", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.374 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:7249/api/Car/990ebac7-f50b-45cb-b4a0-d3aad817de52 - application/json null | UserContext:  | TraceId: e91fabce0d1264f3b83e24bda5d89fbd | Properties: { EventId: { Id: 1 }, RequestId: "0HNFUOAUU3E6F:00000061", RequestPath: "/api/Car/990ebac7-f50b-45cb-b4a0-d3aad817de52", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.390 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Fetching all Car records | UserContext:  | TraceId: 742da381d1851e0680cf64ef2dcb05c8 | Properties: { ActionId: "10917fc6-336e-4a79-8ba1-e5b16ae666f0", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetAll (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:00000059", RequestPath: "/api/Car", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.393 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Fetching Car with ID "97698ff9-ec1c-4ad6-ac31-3f9c6a7b82b4" | UserContext:  | TraceId: 60ae4d1cd7951ab7fb94f858b2b4a636 | Properties: { ActionId: "ebfffff1-2f55-45d1-8d2f-6811d76dccd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetById (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:0000005B", RequestPath: "/api/Car/97698ff9-ec1c-4ad6-ac31-3f9c6a7b82b4", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.406 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Fetching Car with ID "11111111-1111-1111-1111-111111111111" | UserContext:  | TraceId: a5a74ad079d3e020217746a6642a96f9 | Properties: { ActionId: "ebfffff1-2f55-45d1-8d2f-6811d76dccd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetById (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:0000005D", RequestPath: "/api/Car/11111111-1111-1111-1111-111111111111", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.418 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Fetching Car with ID "2df869c7-92d2-4789-b5c0-fd7796bdc8cb" | UserContext:  | TraceId: 08669ff2dcf921cb2248cba624d33f74 | Properties: { ActionId: "ebfffff1-2f55-45d1-8d2f-6811d76dccd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetById (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:0000005F", RequestPath: "/api/Car/2df869c7-92d2-4789-b5c0-fd7796bdc8cb", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.426 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Fetching Car with ID "990ebac7-f50b-45cb-b4a0-d3aad817de52" | UserContext:  | TraceId: e91fabce0d1264f3b83e24bda5d89fbd | Properties: { ActionId: "ebfffff1-2f55-45d1-8d2f-6811d76dccd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetById (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:00000061", RequestPath: "/api/Car/990ebac7-f50b-45cb-b4a0-d3aad817de52", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.427 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Retrieved 4 Car records | UserContext:  | TraceId: 742da381d1851e0680cf64ef2dcb05c8 | Properties: { ActionId: "10917fc6-336e-4a79-8ba1-e5b16ae666f0", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetAll (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:00000059", RequestPath: "/api/Car", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.428 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Car with ID "97698ff9-ec1c-4ad6-ac31-3f9c6a7b82b4" retrieved successfully | UserContext:  | TraceId: 60ae4d1cd7951ab7fb94f858b2b4a636 | Properties: { ActionId: "ebfffff1-2f55-45d1-8d2f-6811d76dccd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetById (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:0000005B", RequestPath: "/api/Car/97698ff9-ec1c-4ad6-ac31-3f9c6a7b82b4", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.430 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Car with ID "11111111-1111-1111-1111-111111111111" retrieved successfully | UserContext:  | TraceId: a5a74ad079d3e020217746a6642a96f9 | Properties: { ActionId: "ebfffff1-2f55-45d1-8d2f-6811d76dccd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetById (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:0000005D", RequestPath: "/api/Car/11111111-1111-1111-1111-111111111111", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.436 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Car with ID "990ebac7-f50b-45cb-b4a0-d3aad817de52" retrieved successfully | UserContext:  | TraceId: e91fabce0d1264f3b83e24bda5d89fbd | Properties: { ActionId: "ebfffff1-2f55-45d1-8d2f-6811d76dccd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetById (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:00000061", RequestPath: "/api/Car/990ebac7-f50b-45cb-b4a0-d3aad817de52", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.432 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Car with ID "2df869c7-92d2-4789-b5c0-fd7796bdc8cb" retrieved successfully | UserContext:  | TraceId: 08669ff2dcf921cb2248cba624d33f74 | Properties: { ActionId: "ebfffff1-2f55-45d1-8d2f-6811d76dccd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetById (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:0000005F", RequestPath: "/api/Car/2df869c7-92d2-4789-b5c0-fd7796bdc8cb", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.436 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:7249/api/Car - 200 null application/json; charset=utf-8 75.5857ms | UserContext:  | TraceId: 742da381d1851e0680cf64ef2dcb05c8 | Properties: { EventId: { Id: 2 }, RequestId: "0HNFUOAUU3E6F:00000059", RequestPath: "/api/Car", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.439 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:7249/api/Car - application/json null | UserContext:  | TraceId: e7eaabce47ed261bf7dfbda3a1013fbb | Properties: { EventId: { Id: 1 }, RequestId: "0HNFUOAUU3E6F:00000063", RequestPath: "/api/Car", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.439 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:7249/api/Car/97698ff9-ec1c-4ad6-ac31-3f9c6a7b82b4 - 200 null application/json; charset=utf-8 77.2841ms | UserContext:  | TraceId: 60ae4d1cd7951ab7fb94f858b2b4a636 | Properties: { EventId: { Id: 2 }, RequestId: "0HNFUOAUU3E6F:0000005B", RequestPath: "/api/Car/97698ff9-ec1c-4ad6-ac31-3f9c6a7b82b4", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.441 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:7249/api/Car/11111111-1111-1111-1111-111111111111 - 200 null application/json; charset=utf-8 74.193ms | UserContext:  | TraceId: a5a74ad079d3e020217746a6642a96f9 | Properties: { EventId: { Id: 2 }, RequestId: "0HNFUOAUU3E6F:0000005D", RequestPath: "/api/Car/11111111-1111-1111-1111-111111111111", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.442 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:7249/api/Car/990ebac7-f50b-45cb-b4a0-d3aad817de52 - 200 null application/json; charset=utf-8 68.0851ms | UserContext:  | TraceId: e91fabce0d1264f3b83e24bda5d89fbd | Properties: { EventId: { Id: 2 }, RequestId: "0HNFUOAUU3E6F:00000061", RequestPath: "/api/Car/990ebac7-f50b-45cb-b4a0-d3aad817de52", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.444 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:7249/api/Car/2df869c7-92d2-4789-b5c0-fd7796bdc8cb - 200 null application/json; charset=utf-8 71.8709ms | UserContext:  | TraceId: 08669ff2dcf921cb2248cba624d33f74 | Properties: { EventId: { Id: 2 }, RequestId: "0HNFUOAUU3E6F:0000005F", RequestPath: "/api/Car/2df869c7-92d2-4789-b5c0-fd7796bdc8cb", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.449 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:7249/api/Car/97698ff9-ec1c-4ad6-ac31-3f9c6a7b82b4 - application/json null | UserContext:  | TraceId: 538d05324c14b71a21261b426c699f39 | Properties: { EventId: { Id: 1 }, RequestId: "0HNFUOAUU3E6F:00000067", RequestPath: "/api/Car/97698ff9-ec1c-4ad6-ac31-3f9c6a7b82b4", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.449 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:7249/api/Car/11111111-1111-1111-1111-111111111111 - application/json null | UserContext:  | TraceId: 6a4afb9f4c264322c683f0a1d889186e | Properties: { EventId: { Id: 1 }, RequestId: "0HNFUOAUU3E6F:00000065", RequestPath: "/api/Car/11111111-1111-1111-1111-111111111111", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.451 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:7249/api/Car/990ebac7-f50b-45cb-b4a0-d3aad817de52 - application/json null | UserContext:  | TraceId: 95e0b4f8c33b7383f7bd206fea152d80 | Properties: { EventId: { Id: 1 }, RequestId: "0HNFUOAUU3E6F:00000069", RequestPath: "/api/Car/990ebac7-f50b-45cb-b4a0-d3aad817de52", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.451 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:7249/api/Car/2df869c7-92d2-4789-b5c0-fd7796bdc8cb - application/json null | UserContext:  | TraceId: 45d5fa68240e65e1d9d2f4890c330984 | Properties: { EventId: { Id: 1 }, RequestId: "0HNFUOAUU3E6F:0000006B", RequestPath: "/api/Car/2df869c7-92d2-4789-b5c0-fd7796bdc8cb", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.454 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Fetching all Car records | UserContext:  | TraceId: e7eaabce47ed261bf7dfbda3a1013fbb | Properties: { ActionId: "10917fc6-336e-4a79-8ba1-e5b16ae666f0", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetAll (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:00000063", RequestPath: "/api/Car", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.478 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Fetching Car with ID "97698ff9-ec1c-4ad6-ac31-3f9c6a7b82b4" | UserContext:  | TraceId: 538d05324c14b71a21261b426c699f39 | Properties: { ActionId: "ebfffff1-2f55-45d1-8d2f-6811d76dccd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetById (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:00000067", RequestPath: "/api/Car/97698ff9-ec1c-4ad6-ac31-3f9c6a7b82b4", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.480 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Fetching Car with ID "11111111-1111-1111-1111-111111111111" | UserContext:  | TraceId: 6a4afb9f4c264322c683f0a1d889186e | Properties: { ActionId: "ebfffff1-2f55-45d1-8d2f-6811d76dccd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetById (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:00000065", RequestPath: "/api/Car/11111111-1111-1111-1111-111111111111", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.487 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Fetching Car with ID "990ebac7-f50b-45cb-b4a0-d3aad817de52" | UserContext:  | TraceId: 95e0b4f8c33b7383f7bd206fea152d80 | Properties: { ActionId: "ebfffff1-2f55-45d1-8d2f-6811d76dccd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetById (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:00000069", RequestPath: "/api/Car/990ebac7-f50b-45cb-b4a0-d3aad817de52", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.492 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Fetching Car with ID "2df869c7-92d2-4789-b5c0-fd7796bdc8cb" | UserContext:  | TraceId: 45d5fa68240e65e1d9d2f4890c330984 | Properties: { ActionId: "ebfffff1-2f55-45d1-8d2f-6811d76dccd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetById (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:0000006B", RequestPath: "/api/Car/2df869c7-92d2-4789-b5c0-fd7796bdc8cb", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.493 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Retrieved 4 Car records | UserContext:  | TraceId: e7eaabce47ed261bf7dfbda3a1013fbb | Properties: { ActionId: "10917fc6-336e-4a79-8ba1-e5b16ae666f0", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetAll (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:00000063", RequestPath: "/api/Car", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.495 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Car with ID "97698ff9-ec1c-4ad6-ac31-3f9c6a7b82b4" retrieved successfully | UserContext:  | TraceId: 538d05324c14b71a21261b426c699f39 | Properties: { ActionId: "ebfffff1-2f55-45d1-8d2f-6811d76dccd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetById (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:00000067", RequestPath: "/api/Car/97698ff9-ec1c-4ad6-ac31-3f9c6a7b82b4", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.496 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Car with ID "11111111-1111-1111-1111-111111111111" retrieved successfully | UserContext:  | TraceId: 6a4afb9f4c264322c683f0a1d889186e | Properties: { ActionId: "ebfffff1-2f55-45d1-8d2f-6811d76dccd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetById (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:00000065", RequestPath: "/api/Car/11111111-1111-1111-1111-111111111111", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.497 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Car with ID "990ebac7-f50b-45cb-b4a0-d3aad817de52" retrieved successfully | UserContext:  | TraceId: 95e0b4f8c33b7383f7bd206fea152d80 | Properties: { ActionId: "ebfffff1-2f55-45d1-8d2f-6811d76dccd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetById (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:00000069", RequestPath: "/api/Car/990ebac7-f50b-45cb-b4a0-d3aad817de52", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.501 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Car with ID "2df869c7-92d2-4789-b5c0-fd7796bdc8cb" retrieved successfully | UserContext:  | TraceId: 45d5fa68240e65e1d9d2f4890c330984 | Properties: { ActionId: "ebfffff1-2f55-45d1-8d2f-6811d76dccd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetById (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:0000006B", RequestPath: "/api/Car/2df869c7-92d2-4789-b5c0-fd7796bdc8cb", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.503 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:7249/api/Car - 200 null application/json; charset=utf-8 63.6294ms | UserContext:  | TraceId: e7eaabce47ed261bf7dfbda3a1013fbb | Properties: { EventId: { Id: 2 }, RequestId: "0HNFUOAUU3E6F:00000063", RequestPath: "/api/Car", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.504 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:7249/api/Car/97698ff9-ec1c-4ad6-ac31-3f9c6a7b82b4 - 200 null application/json; charset=utf-8 54.5599ms | UserContext:  | TraceId: 538d05324c14b71a21261b426c699f39 | Properties: { EventId: { Id: 2 }, RequestId: "0HNFUOAUU3E6F:00000067", RequestPath: "/api/Car/97698ff9-ec1c-4ad6-ac31-3f9c6a7b82b4", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.505 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:7249/api/Car/97698ff9-ec1c-4ad6-ac31-3f9c6a7b82b4 - application/json null | UserContext:  | TraceId: 02b6e41e76444dbfb934f695d783f439 | Properties: { EventId: { Id: 1 }, RequestId: "0HNFUOAUU3E6F:0000006D", RequestPath: "/api/Car/97698ff9-ec1c-4ad6-ac31-3f9c6a7b82b4", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.505 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:7249/api/Car/11111111-1111-1111-1111-111111111111 - 200 null application/json; charset=utf-8 56.1407ms | UserContext:  | TraceId: 6a4afb9f4c264322c683f0a1d889186e | Properties: { EventId: { Id: 2 }, RequestId: "0HNFUOAUU3E6F:00000065", RequestPath: "/api/Car/11111111-1111-1111-1111-111111111111", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.507 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:7249/api/Car/990ebac7-f50b-45cb-b4a0-d3aad817de52 - 200 null application/json; charset=utf-8 55.5927ms | UserContext:  | TraceId: 95e0b4f8c33b7383f7bd206fea152d80 | Properties: { EventId: { Id: 2 }, RequestId: "0HNFUOAUU3E6F:00000069", RequestPath: "/api/Car/990ebac7-f50b-45cb-b4a0-d3aad817de52", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.507 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:7249/api/Car/11111111-1111-1111-1111-111111111111 - application/json null | UserContext:  | TraceId: eadeef1d010834a4d3ddfa18a5bc6be0 | Properties: { EventId: { Id: 1 }, RequestId: "0HNFUOAUU3E6F:0000006F", RequestPath: "/api/Car/11111111-1111-1111-1111-111111111111", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.508 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:7249/api/Car/990ebac7-f50b-45cb-b4a0-d3aad817de52 - application/json null | UserContext:  | TraceId: e4a5e4a82538f3b4bd9a88e9a165478f | Properties: { EventId: { Id: 1 }, RequestId: "0HNFUOAUU3E6F:00000071", RequestPath: "/api/Car/990ebac7-f50b-45cb-b4a0-d3aad817de52", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.509 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:7249/api/Car/2df869c7-92d2-4789-b5c0-fd7796bdc8cb - 200 null application/json; charset=utf-8 58.109ms | UserContext:  | TraceId: 45d5fa68240e65e1d9d2f4890c330984 | Properties: { EventId: { Id: 2 }, RequestId: "0HNFUOAUU3E6F:0000006B", RequestPath: "/api/Car/2df869c7-92d2-4789-b5c0-fd7796bdc8cb", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.511 +04:00 INF] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:7249/api/Car/2df869c7-92d2-4789-b5c0-fd7796bdc8cb - application/json null | UserContext:  | TraceId: b40cb81ce02bf5d53b3761d45c71a4bd | Properties: { EventId: { Id: 1 }, RequestId: "0HNFUOAUU3E6F:00000073", RequestPath: "/api/Car/2df869c7-92d2-4789-b5c0-fd7796bdc8cb", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.524 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Fetching Car with ID "97698ff9-ec1c-4ad6-ac31-3f9c6a7b82b4" | UserContext:  | TraceId: 02b6e41e76444dbfb934f695d783f439 | Properties: { ActionId: "ebfffff1-2f55-45d1-8d2f-6811d76dccd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetById (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:0000006D", RequestPath: "/api/Car/97698ff9-ec1c-4ad6-ac31-3f9c6a7b82b4", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.541 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Fetching Car with ID "11111111-1111-1111-1111-111111111111" | UserContext:  | TraceId: eadeef1d010834a4d3ddfa18a5bc6be0 | Properties: { ActionId: "ebfffff1-2f55-45d1-8d2f-6811d76dccd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetById (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:0000006F", RequestPath: "/api/Car/11111111-1111-1111-1111-111111111111", ConnectionId: "0HNFUOAUU3E6F" } 
[2025-09-28 23:43:33.553 +04:00 INF] AutoriaFinal.Application.Services.GenericService - Fetching Car with ID "2df869c7-92d2-4789-b5c0-fd7796bdc8cb" | UserContext:  | TraceId: b40cb81ce02bf5d53b3761d45c71a4bd | Properties: { ActionId: "ebfffff1-2f55-45d1-8d2f-6811d76dccd7", ActionName: "AutoriaFinal.API.Controllers.Auctions.CarController.GetById (AutoriaFinal.API)", RequestId: "0HNFUOAUU3E6F:00000073", RequestPath: "/api/Car/2df869c7-92d2-4789-b5c0-fd7796bdc8cb", ConnectionId: "0HNFUOAUU3E6F" } 
